"LSOACODE","AVEPRICE","AVEINCOME","IMDSCORE","PTAINDEX","PTACAT"
"E01001579",254335.42,38980,38.6,4.57,"1. Lowest"
"E01001580",624322.67,64930,11.3,13.64,"3. Medium"
"E01001581",611439.13,54700,21,18.28,"3. Medium"
"E01001582",632687.18,56670,24.8,5.5,"2. Low"
"E01001583",540104.39,63343.33,12.5,6.4,"2. Low"
"E01001584",747264.45,67236.67,7.5,7.16,"2. Low"
"E01001585",714029.27,60626.67,10,13.52,"3. Medium"
"E01001586",628749.8,53973.33,24.3,14.28,"3. Medium"
"E01001587",572461.41,59443.33,12.5,10.94,"3. Medium"
"E01001588",392677.65,42286.67,36.4,9.09,"2. Low"
"E01001589",320157.14,42920,30,15.32,"3. Medium"
"E01001590",411093.56,51243.33,16.6,18.14,"3. Medium"
"E01001591",347255.07,40233.33,35.4,15.47,"3. Medium"
"E01001592",455072.98,54270,14.4,15.11,"3. Medium"
"E01001593",509320.21,56613.33,12.4,13.66,"3. Medium"
"E01001594",289230.22,43800,34.6,11.28,"3. Medium"
"E01001595",417635.32,42100,26.4,8.94,"2. Low"
"E01001596",404001.58,52456.67,9.3,4.13,"1. Lowest"
"E01001597",335797.49,48873.33,16.2,9.2,"2. Low"
"E01001598",446291.97,49393.33,15,7.24,"2. Low"
"E01001599",339689.31,48153.33,17,5.56,"2. Low"
"E01001600",299039.65,49213.33,13.7,11.05,"3. Medium"
"E01001601",365668.89,51193.33,13.5,7.92,"2. Low"
"E01001602",326208.85,42413.33,31.8,5.56,"2. Low"
"E01001603",286251.64,40856.67,39.7,6.56,"2. Low"
"E01001604",425984.32,57276.67,10.6,16.45,"3. Medium"
"E01001605",394299.31,54283.33,7.5,5.18,"2. Low"
"E01001606",378620.84,54540,5.8,3.93,"1. Lowest"
"E01001607",407288.59,51483.33,15,10.77,"3. Medium"
"E01001608",537209.52,60416.67,12.1,9.35,"2. Low"
"E01001609",347690.29,51096.67,22.7,20.67,"4. High"
"E01001610",341229.71,51130,11.3,3.33,"1. Lowest"
"E01001611",325860.15,48930,18.2,5.27,"2. Low"
"E01001613",307061.72,46730,21.5,9.08,"2. Low"
"E01001614",543205.06,54003.33,9.2,6.93,"2. Low"
"E01001615",447344.93,47586.67,22.3,9.84,"2. Low"
"E01001617",312067.03,48203.33,10.6,9.25,"2. Low"
"E01001618",347662.48,42856.67,24.4,6.41,"2. Low"
"E01001619",284678.85,46990,15.2,10.17,"3. Medium"
"E01001620",324822.62,40613.33,33.9,7.63,"2. Low"
"E01001621",331901.74,43223.33,37.2,16.78,"3. Medium"
"E01001623",317558.11,44106.67,25.7,9.01,"2. Low"
"E01001624",309764.24,44503.33,25.5,6.65,"2. Low"
"E01001625",288623.03,39250,40.5,6.11,"2. Low"
"E01001629",216844.86,37646.67,33.8,28.02,"5. Highest"
"E01001631",203635.71,37120,37.4,23.64,"4. High"
"E01001632",269564.6,40613.33,18.6,17.76,"3. Medium"
"E01001633",222439.85,38596.67,37.1,9.82,"2. Low"
"E01001634",216775,36673.33,44.7,11.09,"3. Medium"
"E01001635",279253.61,42933.33,22.2,6.78,"2. Low"
"E01001636",294001.4,40480,24.2,9.82,"2. Low"
"E01001637",274031.63,39816.67,27.3,8.02,"2. Low"
"E01001638",253094.78,43216.67,30.4,15.62,"3. Medium"
"E01001640",530378.12,44920,32.4,16.75,"3. Medium"
"E01001641",822943.48,55843.33,17.7,21.22,"4. High"
"E01001642",872402.2,65280,11.6,7.9,"2. Low"
"E01001644",512466.76,54380,17.5,20.03,"4. High"
"E01001645",313491.66,43370,25.9,4.09,"1. Lowest"
"E01001646",268070.58,44593.33,21.1,10.1,"3. Medium"
"E01001647",474433.91,46593.33,19.2,5.02,"2. Low"
"E01001648",329194.9,48450,16.7,3.84,"1. Lowest"
"E01001649",324029.31,42596.67,31.6,2.25,"1. Lowest"
"E01001650",341804.11,41616.67,30,6.7,"2. Low"
"E01001651",256675.75,40156.67,36.9,4.89,"1. Lowest"
"E01001652",413814.04,48340,19.6,7.27,"2. Low"
"E01001653",247208.16,37726.67,42.7,3.34,"1. Lowest"
"E01001654",331439.06,39030,40.3,2.71,"1. Lowest"
"E01001655",230485.51,37266.67,49.4,5.78,"2. Low"
"E01001656",623902.29,51273.33,17.2,3.83,"1. Lowest"
"E01001657",662395.02,56330,11.8,8.33,"2. Low"
"E01001658",368672.31,47460,20.7,6.88,"2. Low"
"E01001659",504444.85,48720,20.9,7.59,"2. Low"
"E01001660",392378.1,40383.33,36.5,4.25,"1. Lowest"
"E01001661",315301.43,40633.33,33.3,6.35,"2. Low"
"E01001662",484027.14,56120,16.5,14.75,"3. Medium"
"E01001664",558792.42,54406.67,20.8,18.69,"3. Medium"
"E01001665",549830.79,53816.67,17.1,17.13,"3. Medium"
"E01001666",389074.95,47386.67,23.2,13.4,"3. Medium"
"E01001667",352731.13,42016.67,42.9,7.48,"2. Low"
"E01001668",499898.45,49153.33,27.9,13.79,"3. Medium"
"E01001669",271864.46,41886.67,28.6,4.5,"1. Lowest"
"E01001671",268727.86,44026.67,23.8,4.85,"1. Lowest"
"E01001672",254842.14,39390,25,6.8,"2. Low"
"E01001673",231225.85,36143.33,33.1,19,"3. Medium"
"E01001674",288256.28,41150,25.2,8.69,"2. Low"
"E01001675",257712.43,40030,26,13.28,"3. Medium"
"E01001676",228975.3,39856.67,28,9.76,"2. Low"
"E01001677",260780.6,42233.33,20.1,8.8,"2. Low"
"E01001678",299411.46,46216.67,14.6,4.03,"1. Lowest"
"E01001679",317315.65,51383.33,14.2,4.96,"1. Lowest"
"E01001680",401155.14,54300,8.6,3.2,"1. Lowest"
"E01001681",356110.7,50140,17.9,5.22,"2. Low"
"E01001682",329247.16,51960,18,5.12,"2. Low"
"E01001683",322750.91,45276.67,23,6.5,"2. Low"
"E01001684",283559.27,44240,23.6,4.61,"1. Lowest"
"E01001685",270913.18,44436.67,18,4.76,"1. Lowest"
"E01001686",289284.31,46843.33,23.6,4.71,"1. Lowest"
"E01001687",214002.41,41936.67,37.7,9.81,"2. Low"
"E01001688",208490.85,44630,29.8,6.71,"2. Low"
"E01001690",208216.02,39083.33,30.4,9.11,"2. Low"
"E01001692",226333.33,38803.33,37,5.74,"2. Low"
"E01001693",223012.45,38303.33,41.6,9.35,"2. Low"
"E01001694",203667.98,40733.33,25.7,4.6,"1. Lowest"
"E01001695",270269.94,35416.67,39.7,30.15,"5. Highest"
"E01001696",339273.45,34840,41.3,39.56,"5. Highest"
"E01001697",221509.14,38463.33,32.3,17.76,"3. Medium"
"E01001698",235234.27,38233.33,36.3,5.19,"2. Low"
"E01001699",235533.56,40040,24.9,13.68,"3. Medium"
"E01001700",266572.53,38733.33,34.1,12.11,"3. Medium"
"E01001701",297547.83,44436.67,27.8,8.75,"2. Low"
"E01001702",250800,37696.67,39,2.95,"1. Lowest"
"E01001703",164626.28,34900,37.8,6.83,"2. Low"
"E01001704",284902.43,42303.33,23.6,7.74,"2. Low"
"E01001705",189166.88,36186.67,35.7,17.98,"3. Medium"
"E01001706",377497.61,38363.33,44.1,12.13,"3. Medium"
"E01001708",424459.86,45633.33,20.3,10.41,"3. Medium"
"E01001709",289390.83,37480,43.8,8.08,"2. Low"
"E01001710",190447.88,35280,39.5,16.73,"3. Medium"
"E01001711",216945.62,41416.67,26.3,7.88,"2. Low"
"E01001712",241649.23,39613.33,36,15.39,"3. Medium"
"E01001713",400124.95,36940,40.6,13.6,"3. Medium"
"E01001714",381619.09,38346.67,53,22.29,"4. High"
"E01001715",545410.31,52066.67,30,34.17,"5. Highest"
"E01001716",383457.78,45536.67,38,38.12,"5. Highest"
"E01001717",481713.58,48503.33,26.8,13.31,"3. Medium"
"E01001718",589533.97,55136.67,19.8,45.37,"5. Highest"
"E01001719",389294.44,43436.67,35.1,13.18,"3. Medium"
"E01001720",571802.77,55033.33,20.4,26.03,"5. Highest"
"E01001722",396830.07,41533.33,35.7,15.71,"3. Medium"
"E01001723",724611.87,50430,24.3,20.18,"4. High"
"E01001724",392796.18,48800,25.6,22.22,"4. High"
"E01001725",558598.99,46640,29.2,16.47,"3. Medium"
"E01001726",317366.67,39636.67,35.8,20.04,"4. High"
"E01001727",373307.41,50376.67,22.6,11.83,"3. Medium"
"E01001728",532822.08,42316.67,31.9,13.74,"3. Medium"
"E01001729",279257.18,35593.33,47.6,19.4,"3. Medium"
"E01001730",297394.12,34983.33,54.7,19.91,"3. Medium"
"E01001731",465840.7,41113.33,35.5,29,"5. Highest"
"E01001732",376512.55,35646.67,47.5,22.05,"4. High"
"E01001733",614934.17,46410,33.7,15.86,"3. Medium"
"E01001734",528625.97,42616.67,39,31.46,"5. Highest"
"E01001735",539590.34,41636.67,38.1,25.11,"5. Highest"
"E01001736",610869.77,55193.33,22.7,9.25,"2. Low"
"E01001737",791850.59,57420,21.4,9.15,"2. Low"
"E01001738",603596.91,54210,21.7,13.53,"3. Medium"
"E01001739",677815.71,56300,23.8,15.39,"3. Medium"
"E01001740",370340.23,40943.33,49.2,19.06,"3. Medium"
"E01001741",807283.78,61100,15.9,12.12,"3. Medium"
"E01001742",554338.46,49180,30.7,8.92,"2. Low"
"E01001744",664122.72,45383.33,35.2,25.56,"5. Highest"
"E01001745",469395.15,39920,39.6,16.42,"3. Medium"
"E01001746",290431.09,37896.67,38.1,14.83,"3. Medium"
"E01001747",515453.08,45230,33.5,24.58,"4. High"
"E01001748",511242.54,47513.33,34,30.8,"5. Highest"
"E01001749",769828.94,51643.33,28.7,27.38,"5. Highest"
"E01001750",629793.35,46670,37,20.73,"4. High"
"E01001751",882734.77,60493.33,16.7,22.09,"4. High"
"E01001752",601436.8,47920,27.8,13.45,"3. Medium"
"E01001753",487178.57,38813.33,42.4,13.25,"3. Medium"
"E01001754",484496.13,43090,35.6,19.17,"3. Medium"
"E01001755",360381.39,39936.67,40.5,17.4,"3. Medium"
"E01001756",704634.65,50666.67,24,30.45,"5. Highest"
"E01001757",305626.45,37283.33,35.6,25.4,"5. Highest"
"E01001758",391659.14,39170,39.3,29.73,"5. Highest"
"E01001759",504538.86,42496.67,30.1,26.67,"5. Highest"
"E01001760",496828.1,42906.67,42.5,36.86,"5. Highest"
"E01001761",340351.32,41290,44.5,31.58,"5. Highest"
"E01001762",542596.25,45760,28.6,30.38,"5. Highest"
"E01001763",752144.86,46970,28.2,24.95,"4. High"
"E01001764",425992.42,43443.33,29,19.54,"3. Medium"
"E01001765",316131.31,36823.33,51,12.35,"3. Medium"
"E01001767",561884.46,44630,35.4,20.29,"4. High"
"E01001768",640224.49,48460,26.8,20.12,"4. High"
"E01001769",592152.45,48620,27.7,23.89,"4. High"
"E01001770",425970.69,39300,39.1,24.86,"4. High"
"E01001772",528864.44,36863.33,50.6,17.67,"3. Medium"
"E01001773",345001.25,40240,38.9,18.31,"3. Medium"
"E01001774",427348.85,42943.33,31.3,17.67,"3. Medium"
"E01001775",441347.65,37843.33,41.8,11,"3. Medium"
"E01001776",439282.46,36743.33,43,20.69,"4. High"
"E01001777",520101.01,42383.33,34.2,25.68,"5. Highest"
"E01001779",644641.03,41646.67,29.5,26.96,"5. Highest"
"E01001780",674589.56,41540,41.4,37.2,"5. Highest"
"E01001781",364261.4,36106.67,53.1,17.4,"3. Medium"
"E01001782",754302.02,47303.33,21.1,12.91,"3. Medium"
"E01001783",334797.22,36620,43.3,24.39,"4. High"
"E01001784",430984.18,40200,29.6,22.56,"4. High"
"E01001785",554509.08,43836.67,34.8,12.96,"3. Medium"
"E01001786",345559.94,35933.33,51.4,2.67,"1. Lowest"
"E01001787",641300,34133.33,52.1,5.04,"2. Low"
"E01001788",246416.67,34140,49.5,3.53,"1. Lowest"
"E01001789",631826.18,46723.33,31.2,5.55,"2. Low"
"E01001790",259775.55,34980,46.1,6.6,"2. Low"
"E01001791",515821.13,42550,36.6,7.57,"2. Low"
"E01001792",457104.39,45423.33,35.4,21.03,"4. High"
"E01001793",622472.11,46893.33,27.7,13.61,"3. Medium"
"E01001794",703308.5,48606.67,31.3,22.96,"4. High"
"E01001795",678814,47073.33,34.4,18.87,"3. Medium"
"E01001796",609147.6,45490,34.5,15.5,"3. Medium"
"E01001798",517405.41,37080,46.8,16.1,"3. Medium"
"E01001799",427295.13,48773.33,26.9,14.41,"3. Medium"
"E01001800",352551.13,41166.67,41.2,20.25,"4. High"
"E01001801",458786.67,45893.33,33.1,8.13,"2. Low"
"E01001802",423360,43916.67,36.8,8.9,"2. Low"
"E01001803",725793.15,52490,18.1,6.06,"2. Low"
"E01001804",638983.33,47190,30.1,6.75,"2. Low"
"E01001805",541753.14,54436.67,28.3,19.55,"3. Medium"
"E01001806",517823.68,48123.33,33,8.52,"2. Low"
"E01001807",488561.69,44970,30.8,13.7,"3. Medium"
"E01001808",605983.05,47303.33,30.7,22.72,"4. High"
"E01001809",573935.06,45803.33,28.8,21.25,"4. High"
"E01001811",244099.34,36000,49.2,12.81,"3. Medium"
"E01001812",471817.86,44310,35.5,10.55,"3. Medium"
"E01001813",223850,35606.67,51.8,27.39,"5. Highest"
"E01001814",381538.89,46040,27.5,22.43,"4. High"
"E01001815",681293.46,39103.33,40.9,13.08,"3. Medium"
"E01001816",882082.35,50273.33,27.8,12.34,"3. Medium"
"E01001819",1025000.94,51080,29.4,14.52,"3. Medium"
"E01001820",553361.59,39436.67,38.5,12.55,"3. Medium"
"E01001821",393267.12,37963.33,46,11.29,"3. Medium"
"E01001822",412069.96,37650,48.7,11.54,"3. Medium"
"E01001823",468251.98,44270,30.4,4.4,"1. Lowest"
"E01001824",439852.55,40073.33,37.2,6.4,"2. Low"
"E01001825",538319.16,47763.33,27.8,12.83,"3. Medium"
"E01001826",385912.89,41203.33,35.1,15.56,"3. Medium"
"E01001827",406302,38446.67,42.4,6.25,"2. Low"
"E01001828",326694.06,39213.33,41.7,8.11,"2. Low"
"E01001829",853134.89,62323.33,18.3,19.99,"3. Medium"
"E01001830",460662.72,43250,37.8,19.42,"3. Medium"
"E01001831",524900,52076.67,31.6,26.11,"5. Highest"
"E01001832",754264.69,52176.67,27.2,22,"4. High"
"E01001833",568976.23,46566.67,34.2,15.77,"3. Medium"
"E01001834",642922.01,48103.33,31.7,17.16,"3. Medium"
"E01001835",667826.66,52153.33,22.3,19.46,"3. Medium"
"E01001836",606044.63,45436.67,30.4,7.15,"2. Low"
"E01001837",723722.29,52790,18.7,19.05,"3. Medium"
"E01001838",406349,35100,50.8,22.48,"4. High"
"E01001839",517667.18,47093.33,44.6,27.09,"5. Highest"
"E01001840",580368.48,40823.33,45,17.02,"3. Medium"
"E01001841",808005.95,46983.33,33.2,7.21,"2. Low"
"E01001842",638332,43376.67,42.6,19.83,"3. Medium"
"E01001843",630956.43,50283.33,36.1,11.98,"3. Medium"
"E01001844",712641.65,48090,29.5,15.4,"3. Medium"
"E01001845",511562.5,38020,60.1,11.18,"3. Medium"
"E01001846",377633.97,38006.67,52.1,8.47,"2. Low"
"E01001847",333224.49,38106.67,64.3,14.42,"3. Medium"
"E01001848",459721.88,41943.33,44.2,14.65,"3. Medium"
"E01001849",366828.99,40220,36.2,10.51,"3. Medium"
"E01001850",316403.4,34420,48.6,15.4,"3. Medium"
"E01001851",1403773.82,79813.33,12.2,27.42,"5. Highest"
"E01001852",685125.3,59726.67,17.6,35.72,"5. Highest"
"E01001853",976604.18,62450,17.3,31.66,"5. Highest"
"E01001854",595333.03,56726.67,23,38.28,"5. Highest"
"E01001855",758955.22,64570,22,21.76,"4. High"
"E01001856",1384559.96,66203.33,31.7,29.52,"5. Highest"
"E01001857",598148.55,48176.67,47.1,41.8,"5. Highest"
"E01001858",577060.14,50643.33,29.4,10.76,"3. Medium"
"E01001859",398943.72,54286.67,21,5.89,"2. Low"
"E01001860",515497.98,46623.33,36.8,14.04,"3. Medium"
"E01001861",730573.84,50916.67,34.7,11.83,"3. Medium"
"E01001862",615781.52,49800,38,13.93,"3. Medium"
"E01001863",753390.8,58183.33,20.9,12.2,"3. Medium"
"E01001864",803005.93,55366.67,30.8,10.91,"3. Medium"
"E01001865",849935.13,61136.67,16.6,6.19,"2. Low"
"E01001866",994705.6,62726.67,18,27.06,"5. Highest"
"E01001867",629864.41,57446.67,15,36.56,"5. Highest"
"E01001868",433184.72,47146.67,40.7,26.11,"5. Highest"
"E01001869",2050774.62,83900,16.1,34.87,"5. Highest"
"E01001870",601615.09,57056.67,17.4,22.81,"4. High"
"E01001871",910030.82,61270,13.7,28.9,"5. Highest"
"E01001872",747224.72,60010,16.5,26.85,"5. Highest"
"E01001873",845194.33,59390,26.6,13.33,"3. Medium"
"E01001874",539446.68,45096.67,29.6,12.43,"3. Medium"
"E01001875",491405.32,41420,41.6,24.02,"4. High"
"E01001876",458900,42836.67,46.6,7.55,"2. Low"
"E01001877",538419.65,43490,34.4,7.67,"2. Low"
"E01001878",483098.23,42043.33,39.9,22.16,"4. High"
"E01001879",788716.73,57026.67,26.6,10.37,"3. Medium"
"E01001880",701890.93,57230,20.8,15.85,"3. Medium"
"E01001881",1722975.62,65480,17.6,22.13,"4. High"
"E01001882",766873.65,64620,13.6,18.05,"3. Medium"
"E01001883",1206324.76,56210,24.3,30.11,"5. Highest"
"E01001884",656206.21,55780,28.7,28.55,"5. Highest"
"E01001885",358177.78,40346.67,51.7,18.59,"3. Medium"
"E01001886",650081.66,52823.33,28.4,11.6,"3. Medium"
"E01001887",655665.16,50753.33,28.6,12.93,"3. Medium"
"E01001888",840991.31,64856.67,11.9,11.59,"3. Medium"
"E01001889",887169.43,65603.33,18.7,17.37,"3. Medium"
"E01001890",882486.46,54420,13.4,18.62,"3. Medium"
"E01001891",1028789.22,60983.33,10.5,19.25,"3. Medium"
"E01001892",665549.8,51260,30.1,9.2,"2. Low"
"E01001893",709678.1,47090,35.3,35.6,"5. Highest"
"E01001894",752399.34,49650,36.8,29.38,"5. Highest"
"E01001895",884177.14,62076.67,19.9,16.13,"3. Medium"
"E01001896",967692.24,57250,24.1,27.09,"5. Highest"
"E01001897",1218977.37,73040,14.7,25.82,"5. Highest"
"E01001898",928548.68,56873.33,25.1,47,"5. Highest"
"E01001899",577785.47,44913.33,44.9,38.9,"5. Highest"
"E01001900",827843,50683.33,30.7,35.97,"5. Highest"
"E01001901",1285271.18,74300,11.4,13.7,"3. Medium"
"E01001902",897888.36,61543.33,19.4,11.2,"3. Medium"
"E01001903",700141.27,57423.33,26.1,11.31,"3. Medium"
"E01001904",836415.29,70773.33,11.6,10.08,"3. Medium"
"E01001905",1021594.86,73900,8.1,10.19,"3. Medium"
"E01001906",806059.42,71933.33,11,12.81,"3. Medium"
"E01001907",1157520.3,76373.33,10.7,17.25,"3. Medium"
"E01001908",692734.44,53240,19.9,20.65,"4. High"
"E01001909",694768.93,52000,22.6,21.93,"4. High"
"E01001910",686976.63,59033.33,20.9,22.66,"4. High"
"E01001911",553552.78,44390,40,21.29,"4. High"
"E01001912",857625,43133.33,38,26.42,"5. Highest"
"E01001913",729521.89,68353.33,13.4,20.39,"4. High"
"E01001914",593442.23,57560,19.9,22.06,"4. High"
"E01001915",1349077.73,77756.67,12.8,12.28,"3. Medium"
"E01001916",1780708.01,81410,6.8,13.61,"3. Medium"
"E01001917",997762.02,66223.33,17.2,5.58,"2. Low"
"E01001918",1007672.42,69770,11.5,8.79,"2. Low"
"E01001919",1083221.61,77010,9,5.68,"2. Low"
"E01001920",878154.2,57230,33.2,22.35,"4. High"
"E01001921",1274321.15,71310,19.8,23.58,"4. High"
"E01001922",1699407.89,83860,13.1,15.58,"3. Medium"
"E01001923",989838.64,71160,16.6,18.82,"3. Medium"
"E01001924",1465846.05,83990,9.4,16.43,"3. Medium"
"E01001925",1714530.77,92740,11,11.2,"3. Medium"
"E01001926",1415542.34,85190,7.8,17.15,"3. Medium"
"E01001927",1728871.88,80283.33,10.9,9.3,"2. Low"
"E01001928",1015519.47,64196.67,23.5,15.7,"3. Medium"
"E01001929",1020461.13,73966.67,12.9,22.63,"4. High"
"E01001930",925810.31,58753.33,31.4,12.07,"3. Medium"
"E01001931",679494.82,53636.67,34.4,17.88,"3. Medium"
"E01001932",602872.05,57670,29.2,18.74,"3. Medium"
"E01001933",1170253.12,61833.33,20.7,14.59,"3. Medium"
"E01001934",1243377.01,56940,25.4,5.52,"2. Low"
"E01001935",953528.81,60180,19.2,11.33,"3. Medium"
"E01001937",1202247.14,69923.33,14.8,7.6,"2. Low"
"E01001938",730039.68,54906.67,26.9,12.67,"3. Medium"
"E01001939",1423246.02,57400,24.1,11.51,"3. Medium"
"E01001940",551415.35,48570,35.2,18.22,"3. Medium"
"E01001941",607773.68,52476.67,31.7,35.42,"5. Highest"
"E01001942",783650.85,53436.67,28.5,19.12,"3. Medium"
"E01001943",706017.86,52153.33,36.7,39,"5. Highest"
"E01001944",443678.47,41330,47.6,25.98,"5. Highest"
"E01001945",804204.23,53590,24.6,13.75,"3. Medium"
"E01001946",658251.03,52016.67,19.9,20.25,"4. High"
"E01001947",513585.98,47190,42.4,16.02,"3. Medium"
"E01001948",1075942.62,68493.33,15.4,14.71,"3. Medium"
"E01001949",1184267.43,75526.67,8.6,14.52,"3. Medium"
"E01001950",1246951.67,76480,11.2,18.32,"3. Medium"
"E01001951",1104211.29,65996.67,17.2,15.71,"3. Medium"
"E01001952",744539.06,66040,15.1,24.5,"4. High"
"E01001953",809996.68,59613.33,24.5,20.64,"4. High"
"E01001954",797587.26,51170,29.7,11.79,"3. Medium"
"E01001955",533815.42,39616.67,47.5,6.19,"2. Low"
"E01001956",691525.3,52163.33,26.1,10.66,"3. Medium"
"E01001957",306099.21,36426.67,46.6,5.85,"2. Low"
"E01001958",299315.61,35986.67,45.9,5.38,"2. Low"
"E01001959",606511.31,45603.33,42.9,8.38,"2. Low"
"E01001960",692255.09,54586.67,18.2,11.92,"3. Medium"
"E01001961",316453.79,36656.67,43,5.08,"2. Low"
"E01001962",599484.19,57746.67,19.5,4.36,"1. Lowest"
"E01001963",915794.74,69733.33,9.8,5.75,"2. Low"
"E01001964",622271.63,62490,16.7,9.12,"2. Low"
"E01001965",663173,68073.33,12,11.65,"3. Medium"
"E01001966",920155.88,72516.67,14.5,4.86,"1. Lowest"
"E01001967",929620.64,74090,9.2,6.13,"2. Low"
"E01001968",796092.88,63270,12,11.45,"3. Medium"
"E01001969",397263.79,43640,31.5,17.18,"3. Medium"
"E01001970",407226.57,42043.33,33.2,19.12,"3. Medium"
"E01001971",314405.18,38813.33,42.1,20.77,"4. High"
"E01001972",462741.29,45346.67,29.3,18.84,"3. Medium"
"E01001973",494146.83,48256.67,20.9,14.18,"3. Medium"
"E01001974",415876.31,46140,22.5,21.5,"4. High"
"E01001975",352557.69,45206.67,23.4,15.01,"3. Medium"
"E01001976",353150.08,38580,43.1,17,"3. Medium"
"E01001977",353093.28,37300,43.5,12.68,"3. Medium"
"E01001978",306153.18,37243.33,48.7,22.81,"4. High"
"E01001979",317684.28,36250,48.9,26.92,"5. Highest"
"E01001980",362253.81,41430,35.3,7.2,"2. Low"
"E01001981",380833.18,41033.33,32.3,22.72,"4. High"
"E01001982",398245.29,41700,36.8,9.31,"2. Low"
"E01001983",469963.99,44493.33,30,6.61,"2. Low"
"E01001984",595927.19,63673.33,17.1,6.9,"2. Low"
"E01001985",784987.89,70330,10.8,6.26,"2. Low"
"E01001986",794956.72,65563.33,12.4,9.88,"2. Low"
"E01001987",975474.59,72950,9.8,10.23,"3. Medium"
"E01001988",819048.77,62380,17.5,11.18,"3. Medium"
"E01001989",799298.95,69066.67,13.9,5.98,"2. Low"
"E01001990",595309.48,61660,16,11.73,"3. Medium"
"E01001991",589651.5,64216.67,15.3,10.84,"3. Medium"
"E01001992",1154330.79,78093.33,7.7,5.72,"2. Low"
"E01001993",1243360.29,80530,7.5,6.36,"2. Low"
"E01001994",919257.74,62633.33,9.2,8.1,"2. Low"
"E01001995",532710.95,54856.67,26.4,2.84,"1. Lowest"
"E01001996",635729.43,61770,13.7,7.14,"2. Low"
"E01001997",608304.98,61846.67,14.1,14.15,"3. Medium"
"E01001998",490885.04,48533.33,20.7,20.48,"4. High"
"E01001999",531550.66,47176.67,32.8,17.82,"3. Medium"
"E01002000",516716.77,49946.67,23.7,11,"3. Medium"
"E01002001",582377.77,49803.33,23.9,16.27,"3. Medium"
"E01002002",527858.66,47433.33,37.5,28.73,"5. Highest"
"E01002003",347904.62,41283.33,43.5,28.43,"5. Highest"
"E01002004",600672.28,49336.67,20.7,22.47,"4. High"
"E01002005",594629.85,67623.33,17.3,14.67,"3. Medium"
"E01002006",602189.16,66886.67,16.1,12.2,"3. Medium"
"E01002007",1260125.28,71496.67,11.9,16.8,"3. Medium"
"E01002008",3382006.38,81093.33,10.6,4.4,"1. Lowest"
"E01002009",1255919.89,73013.33,13.2,16.17,"3. Medium"
"E01002010",1468441.23,64383.33,18,3.84,"1. Lowest"
"E01002011",777483.53,63920,20.3,10.85,"3. Medium"
"E01002013",647986.3,61810,12.8,5.3,"2. Low"
"E01002014",539762.55,51860,22.8,15.18,"3. Medium"
"E01002015",571729.02,46906.67,28.9,8.69,"2. Low"
"E01002016",600675.96,54213.33,22.6,12.47,"3. Medium"
"E01002017",536133.28,56030,25,12.51,"3. Medium"
"E01002018",545841.84,49660,23.2,4.12,"1. Lowest"
"E01002019",945750.88,73996.67,9,7.2,"2. Low"
"E01002020",606500.83,62753.33,21.6,8.58,"2. Low"
"E01002021",1010062.8,73900,9.5,7.09,"2. Low"
"E01002022",714958.88,63200,15.6,11.92,"3. Medium"
"E01002023",913894.34,68493.33,14.6,9.17,"2. Low"
"E01002024",751686.68,67863.33,17.1,7.87,"2. Low"
"E01002025",1119450.86,76406.67,7,4.83,"1. Lowest"
"E01002026",293272.44,35586.67,57.9,29.34,"5. Highest"
"E01002027",485553,42130,33.6,16.39,"3. Medium"
"E01002028",427904.95,42240,30.3,14.36,"3. Medium"
"E01002029",300350.5,38233.33,41.1,27.62,"5. Highest"
"E01002030",491885.18,43726.67,27.8,18.67,"3. Medium"
"E01002031",409544.88,40743.33,36.3,35.81,"5. Highest"
"E01002032",357159.12,38606.67,39.7,18.67,"3. Medium"
"E01002033",400057.22,39556.67,39.2,24.58,"4. High"
"E01002034",171950.85,32850,55.1,17.97,"3. Medium"
"E01002036",272883.61,34566.67,55.8,12.6,"3. Medium"
"E01002037",201542.63,33873.33,60,5.61,"2. Low"
"E01002038",251173.56,32430,53.4,17.29,"3. Medium"
"E01002039",207309.05,32046.67,57.3,10.22,"3. Medium"
